MONTH,DAY,DAY_OF_WEEK,AIRLINE_x,airline_name,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DISTANCE,DEPARTURE_DELAY,delayed,HOUR
3,22,7,DL,Delta Air Lines Inc.,ATL,HOU,812,696,0.0,0,8
9,9,3,WN,Southwest Airlines Co.,MSY,MCO,1025,551,4.0,0,10
9,24,4,EV,Atlantic Southeast Airlines,ROA,ATL,1135,357,-8.0,0,11
8,27,4,AS,Alaska Airlines Inc.,PDX,ANC,2255,1542,-7.0,0,22
6,8,1,WN,Southwest Airlines Co.,MDW,RSW,630,1105,-1.0,0,6
1,10,6,AA,American Airlines Inc.,DFW,MIA,800,1121,-3.0,0,8
6,9,2,UA,United Air Lines Inc.,SFO,LAX,1526,337,-5.0,0,15
1,16,5,AS,Alaska Airlines Inc.,KTN,SEA,1743,680,114.0,1,17
1,13,2,UA,United Air Lines Inc.,IAH,EWR,1538,1400,18.0,1,15
2,6,5,WN,Southwest Airlines Co.,DEN,LAX,2105,862,7.0,0,21
12,2,3,MQ,American Eagle Airlines Inc.,ORD,BUF,1459,474,22.0,1,14
5,18,1,WN,Southwest Airlines Co.,PHX,SAN,545,304,-6.0,0,5
7,4,6,VX,Virgin America,AUS,DAL,1505,189,-2.0,0,15
4,14,2,DL,Delta Air Lines Inc.,SAV,ATL,1830,214,-1.0,0,18
9,21,1,UA,United Air Lines Inc.,SEA,SFO,721,679,-2.0,0,7
11,18,3,B6,JetBlue Airways,SFO,JFK,1150,2586,-4.0,0,11
6,22,1,US,US Airways Inc.,PHX,HNL,1355,2917,2.0,0,13
4,22,3,MQ,American Eagle Airlines Inc.,ORD,RST,730,268,-5.0,0,7
2,19,4,AA,American Airlines Inc.,MSP,ORD,1843,334,6.0,0,18
8,12,3,WN,Southwest Airlines Co.,SMF,MDW,645,1790,-3.0,0,6
4,14,2,WN,Southwest Airlines Co.,MSY,MDW,1315,825,55.0,1,13
3,21,6,WN,Southwest Airlines Co.,BWI,ROC,2045,277,5.0,0,20
9,15,2,WN,Southwest Airlines Co.,SAN,OAK,2145,446,12.0,0,21
4,11,6,AA,American Airlines Inc.,FLL,DFW,730,1119,-5.0,0,7
5,11,1,WN,Southwest Airlines Co.,DEN,DAL,2010,651,18.0,1,20
10,4,7,AA,American Airlines Inc.,11298,11433,1055,986,-1.0,0,10
3,10,2,B6,JetBlue Airways,CLT,JFK,2000,541,-10.0,0,20
11,1,7,AA,American Airlines Inc.,CLT,EWR,1810,529,-2.0,0,18
12,13,7,OO,Skywest Airlines Inc.,CVG,DEN,1704,1069,0.0,0,17
4,27,1,NK,Spirit Air Lines,LGA,FLL,1945,1076,-7.0,0,19
3,15,7,US,US Airways Inc.,PHL,MSP,1125,980,13.0,0,11
3,16,1,WN,Southwest Airlines Co.,HOU,ATL,610,696,-1.0,0,6
10,14,3,DL,Delta Air Lines Inc.,14193,10397,930,271,7.0,0,9
1,19,1,WN,Southwest Airlines Co.,OAK,SLC,920,588,0.0,0,9
4,18,6,WN,Southwest Airlines Co.,DEN,TUL,1530,541,36.0,1,15
6,4,4,OO,Skywest Airlines Inc.,LAX,SMF,900,373,-9.0,0,9
11,6,5,AA,American Airlines Inc.,MCO,DFW,1423,985,-4.0,0,14
7,20,1,UA,United Air Lines Inc.,SFO,BOS,2151,2704,3.0,0,21
12,2,3,WN,Southwest Airlines Co.,FLL,MSY,1600,674,162.0,1,16
6,26,5,OO,Skywest Airlines Inc.,CMX,ORD,1337,359,-6.0,0,13
3,13,5,UA,United Air Lines Inc.,IAH,EWR,2116,1400,66.0,1,21
8,19,3,DL,Delta Air Lines Inc.,ATL,TUS,1944,1541,60.0,1,19
7,11,6,WN,Southwest Airlines Co.,IND,RSW,1240,945,105.0,1,12
3,8,7,EV,Atlantic Southeast Airlines,MHT,LGA,1327,195,-9.0,0,13
5,16,6,WN,Southwest Airlines Co.,PDX,LAS,1645,763,-3.0,0,16
3,4,3,UA,United Air Lines Inc.,SAT,IAH,705,191,38.0,1,7
8,13,4,DL,Delta Air Lines Inc.,PHX,MSP,1329,1276,-1.0,0,13
12,14,1,OO,Skywest Airlines Inc.,MKE,CVG,630,318,-4.0,0,6
9,10,4,B6,JetBlue Airways,JFK,LAS,930,2248,5.0,0,9
2,20,5,WN,Southwest Airlines Co.,MDW,BWI,1000,611,1.0,0,10
1,17,6,AS,Alaska Airlines Inc.,SEA,STL,1145,1709,-5.0,0,11
5,18,1,EV,Atlantic Southeast Airlines,ATL,TLH,1120,223,11.0,0,11
11,22,7,VX,Virgin America,LAS,SFO,1555,414,1.0,0,15
7,22,3,EV,Atlantic Southeast Airlines,IAH,MEM,847,468,-2.0,0,8
1,16,5,DL,Delta Air Lines Inc.,DTW,PHX,1201,1671,9.0,0,12
2,13,5,WN,Southwest Airlines Co.,LAS,TUL,1200,1076,1.0,0,12
8,11,2,OO,Skywest Airlines Inc.,ONT,IAH,1103,1334,0.0,0,11
9,25,5,DL,Delta Air Lines Inc.,ATL,MEM,1730,332,1.0,0,17
7,17,5,DL,Delta Air Lines Inc.,SDF,ATL,1507,321,-5.0,0,15
1,5,1,MQ,American Eagle Airlines Inc.,ORD,CVG,735,265,65.0,1,7
8,24,1,OO,Skywest Airlines Inc.,BIS,MSP,1925,386,-3.0,0,19
5,8,5,B6,JetBlue Airways,BOS,HOU,700,1609,-10.0,0,7
10,4,7,EV,Atlantic Southeast Airlines,13871,11618,1139,1134,-8.0,0,11
2,21,6,US,US Airways Inc.,IAH,CLT,515,912,-8.0,0,5
11,14,6,B6,JetBlue Airways,DCA,BDL,734,313,4.0,0,7
7,6,1,DL,Delta Air Lines Inc.,SEA,CVG,2315,1965,-3.0,0,23
8,24,1,UA,United Air Lines Inc.,ORD,LGA,1700,733,-1.0,0,17
2,6,5,DL,Delta Air Lines Inc.,ATL,SDF,1856,321,11.0,0,18
2,10,2,OO,Skywest Airlines Inc.,ORD,AUS,833,978,-8.0,0,8
6,22,1,DL,Delta Air Lines Inc.,MCO,ATL,1430,404,-3.0,0,14
1,9,5,DL,Delta Air Lines Inc.,MKE,ATL,1640,669,8.0,0,16
6,19,5,UA,United Air Lines Inc.,EWR,MCO,1013,937,-3.0,0,10
4,17,5,OO,Skywest Airlines Inc.,SLC,MSN,1400,1174,-1.0,0,14
11,1,7,B6,JetBlue Airways,STT,BOS,1431,1693,-3.0,0,14
9,21,1,WN,Southwest Airlines Co.,BWI,PIT,2215,210,3.0,0,22
1,13,2,WN,Southwest Airlines Co.,BWI,AUS,1950,1342,102.0,1,19
5,8,5,EV,Atlantic Southeast Airlines,SHV,IAH,1714,192,-9.0,0,17
5,29,5,AS,Alaska Airlines Inc.,ANC,SEA,205,1448,-8.0,0,2
8,8,6,WN,Southwest Airlines Co.,LAS,TUS,1300,365,3.0,0,13
5,9,6,US,US Airways Inc.,DCA,LGA,1400,214,0.0,0,14
7,28,2,WN,Southwest Airlines Co.,MDW,LAS,1725,1521,17.0,1,17
8,9,7,WN,Southwest Airlines Co.,AUS,EWR,645,1504,-2.0,0,6
1,15,4,OO,Skywest Airlines Inc.,ORD,DCA,1200,612,52.0,1,12
12,1,2,WN,Southwest Airlines Co.,DAY,DEN,610,1085,-1.0,0,6
10,11,7,DL,Delta Air Lines Inc.,14771,10397,610,2139,-3.0,0,6
9,13,7,WN,Southwest Airlines Co.,ATL,DTW,1005,594,-4.0,0,10
5,14,4,US,US Airways Inc.,BOS,DCA,1700,399,48.0,1,17
10,7,3,AA,American Airlines Inc.,11298,11278,1015,1192,-4.0,0,10
10,4,7,DL,Delta Air Lines Inc.,12892,13204,1405,2218,-7.0,0,14
6,14,7,OO,Skywest Airlines Inc.,IAH,TUL,725,429,-5.0,0,7
12,10,4,AA,American Airlines Inc.,SAN,DFW,1050,1171,-5.0,0,10
10,4,7,OO,Skywest Airlines Inc.,10423,14771,1443,1504,-2.0,0,14
6,23,2,B6,JetBlue Airways,DCA,CHS,1226,444,0.0,0,12
10,1,4,WN,Southwest Airlines Co.,11057,13232,600,584,-10.0,0,6
1,1,4,AS,Alaska Airlines Inc.,SEA,PHX,2025,1107,-9.0,0,20
9,6,7,DL,Delta Air Lines Inc.,SFO,DTW,2245,2079,-2.0,0,22
12,11,5,UA,United Air Lines Inc.,BOS,IAH,656,1597,-3.0,0,6
8,1,6,MQ,American Eagle Airlines Inc.,ORD,DSM,2030,299,-4.0,0,20
10,30,5,DL,Delta Air Lines Inc.,12889,12478,1615,2248,16.0,1,16
9,29,2,B6,JetBlue Airways,BOS,RIC,1711,474,-8.0,0,17
8,14,5,AA,American Airlines Inc.,ORD,AUS,1436,978,7.0,0,14
4,23,4,WN,Southwest Airlines Co.,DEN,DTW,1845,1123,12.0,0,18
8,6,4,AS,Alaska Airlines Inc.,SEA,AUS,1155,1770,2.0,0,11
10,22,4,DL,Delta Air Lines Inc.,14683,14869,600,1087,5.0,0,6
9,29,2,DL,Delta Air Lines Inc.,RDU,ATL,1945,356,-1.0,0,19
1,6,2,EV,Atlantic Southeast Airlines,DTW,CVG,1345,229,65.0,1,13
6,22,1,OO,Skywest Airlines Inc.,RNO,SFO,2040,192,-1.0,0,20
3,20,5,US,US Airways Inc.,CLT,ATL,2020,226,-1.0,0,20
6,5,5,OO,Skywest Airlines Inc.,GJT,DEN,1540,212,90.0,1,15
6,3,3,F9,Frontier Airlines Inc.,LAX,DEN,2000,862,20.0,1,20
3,16,1,EV,Atlantic Southeast Airlines,OKC,ATL,1011,761,-5.0,0,10
1,16,5,WN,Southwest Airlines Co.,MEM,MDW,600,480,-5.0,0,6
7,27,1,UA,United Air Lines Inc.,CLE,ORD,1753,315,0.0,0,17
9,21,1,WN,Southwest Airlines Co.,DAL,AMA,2135,323,89.0,1,21
9,9,3,DL,Delta Air Lines Inc.,RDU,ATL,1600,356,-2.0,0,16
6,15,1,WN,Southwest Airlines Co.,FLL,ALB,1035,1204,-5.0,0,10
3,19,4,B6,JetBlue Airways,SFO,LGB,1302,354,48.0,1,13
12,11,5,EV,Atlantic Southeast Airlines,TYR,IAH,1915,163,-15.0,0,19
6,4,4,UA,United Air Lines Inc.,PHL,SFO,1817,2521,7.0,0,18
12,17,4,WN,Southwest Airlines Co.,HOU,BWI,2005,1246,3.0,0,20
11,6,5,OO,Skywest Airlines Inc.,FCA,DEN,700,752,-3.0,0,7
4,16,4,WN,Southwest Airlines Co.,ELP,DAL,545,562,-4.0,0,5
12,23,3,AS,Alaska Airlines Inc.,ANC,HNL,1330,2777,0.0,0,13
5,31,7,B6,JetBlue Airways,LGA,RSW,930,1080,-1.0,0,9
6,15,1,OO,Skywest Airlines Inc.,PHX,LAX,1816,370,133.0,1,18
8,7,5,DL,Delta Air Lines Inc.,ATL,MCO,1800,404,-2.0,0,18
4,6,1,DL,Delta Air Lines Inc.,MSP,MCI,706,393,-3.0,0,7
2,2,1,WN,Southwest Airlines Co.,STL,BWI,1340,738,4.0,0,13
2,17,2,OO,Skywest Airlines Inc.,RNO,SFO,2040,192,6.0,0,20
5,25,1,AS,Alaska Airlines Inc.,SCC,ANC,2149,627,-34.0,0,21
12,9,3,UA,United Air Lines Inc.,EWR,SAN,630,2425,-2.0,0,6
9,20,7,EV,Atlantic Southeast Airlines,IAH,GRR,1050,1042,8.0,0,10
9,28,1,UA,United Air Lines Inc.,PHL,ORD,755,678,-5.0,0,7
11,16,1,MQ,American Eagle Airlines Inc.,GJT,DFW,628,773,-5.0,0,6
6,19,5,US,US Airways Inc.,PHL,PBI,1750,951,-2.0,0,17
9,29,2,WN,Southwest Airlines Co.,DAL,BNA,610,623,6.0,0,6
6,22,1,WN,Southwest Airlines Co.,MSY,OAK,1520,1903,137.0,1,15
3,25,3,NK,Spirit Air Lines,LGA,DTW,940,502,5.0,0,9
8,26,3,DL,Delta Air Lines Inc.,SLC,JFK,1110,1990,-2.0,0,11
2,26,4,DL,Delta Air Lines Inc.,DAL,ATL,1253,721,-5.0,0,12
9,14,1,EV,Atlantic Southeast Airlines,EVV,DTW,1622,363,-6.0,0,16
3,26,4,WN,Southwest Airlines Co.,PHX,SAN,1425,304,-6.0,0,14
8,16,7,WN,Southwest Airlines Co.,BWI,FLL,2030,925,11.0,0,20
10,8,4,AS,Alaska Airlines Inc.,14747,14893,1955,605,7.0,0,19
1,1,4,EV,Atlantic Southeast Airlines,BRO,IAH,1706,308,17.0,1,17
12,31,4,WN,Southwest Airlines Co.,CMH,BOS,805,640,-5.0,0,8
6,13,6,EV,Atlantic Southeast Airlines,MYR,ATL,1700,317,-10.0,0,17
12,28,1,VX,Virgin America,SFO,IAD,2205,2419,-5.0,0,22
5,15,5,EV,Atlantic Southeast Airlines,GSO,DTW,1240,460,39.0,1,12
7,28,2,B6,JetBlue Airways,JFK,SJC,1835,2569,-1.0,0,18
8,3,1,AA,American Airlines Inc.,DFW,LAS,1550,1055,-2.0,0,15
8,6,4,DL,Delta Air Lines Inc.,ATL,ABQ,1100,1269,0.0,0,11
5,14,4,AA,American Airlines Inc.,SFO,LAX,2045,337,0.0,0,20
5,19,2,WN,Southwest Airlines Co.,MSY,MCI,1050,689,3.0,0,10
12,1,2,AS,Alaska Airlines Inc.,SEA,MSP,935,1399,-4.0,0,9
7,22,3,EV,Atlantic Southeast Airlines,IAH,CRP,916,201,-4.0,0,9
8,25,2,AA,American Airlines Inc.,ANC,DFW,2040,3043,3.0,0,20
9,28,1,MQ,American Eagle Airlines Inc.,OKC,ORD,1310,693,-13.0,0,13
5,15,5,AA,American Airlines Inc.,DFW,OMA,1625,583,-2.0,0,16
7,14,2,WN,Southwest Airlines Co.,DEN,SJC,805,948,-2.0,0,8
10,3,6,WN,Southwest Airlines Co.,11292,10874,1720,1224,-5.0,0,17
1,16,5,WN,Southwest Airlines Co.,SLC,DEN,1210,391,-2.0,0,12
4,11,6,NK,Spirit Air Lines,DFW,ATL,1345,731,-9.0,0,13
2,7,6,WN,Southwest Airlines Co.,LAX,LAS,1555,236,3.0,0,15
11,4,3,UA,United Air Lines Inc.,LAX,EWR,1130,2454,-6.0,0,11
3,7,6,UA,United Air Lines Inc.,PHL,DEN,1512,1558,-2.0,0,15
1,12,1,MQ,American Eagle Airlines Inc.,LBB,DFW,942,282,41.0,1,9
5,8,5,US,US Airways Inc.,PHX,ONT,1955,325,14.0,0,19
12,14,1,AS,Alaska Airlines Inc.,SEA,LIH,850,2701,5.0,0,8
9,13,7,EV,Atlantic Southeast Airlines,MEI,PIB,2046,69,-19.0,0,20
7,29,3,DL,Delta Air Lines Inc.,ATL,MSP,1745,907,-2.0,0,17
11,30,1,OO,Skywest Airlines Inc.,SLC,JAC,1105,205,-2.0,0,11
8,5,3,UA,United Air Lines Inc.,IAH,MIA,715,964,4.0,0,7
10,14,3,WN,Southwest Airlines Co.,14107,15370,1225,935,-2.0,0,12
6,11,4,DL,Delta Air Lines Inc.,LGA,ATL,1500,762,0.0,0,15
9,26,6,AA,American Airlines Inc.,IAH,MIA,1645,964,-3.0,0,16
10,1,4,EV,Atlantic Southeast Airlines,10397,10980,1947,106,-3.0,0,19
2,6,5,AA,American Airlines Inc.,DFW,TUL,2210,237,6.0,0,22
5,2,6,HA,Hawaiian Airlines Inc.,OGG,ITO,1455,121,-9.0,0,14
3,4,3,B6,JetBlue Airways,JFK,FLL,2155,1069,12.0,0,21
4,9,4,US,US Airways Inc.,CLT,DCA,940,331,-7.0,0,9
12,5,6,DL,Delta Air Lines Inc.,ATL,FLL,1200,581,-3.0,0,12
8,23,7,AS,Alaska Airlines Inc.,LAX,SEA,1200,954,10.0,0,12
11,16,1,VX,Virgin America,SFO,LAS,1835,414,66.0,1,18
3,2,1,OO,Skywest Airlines Inc.,MSP,CMH,1420,626,10.0,0,14
6,27,6,DL,Delta Air Lines Inc.,ATL,SNA,2005,1919,103.0,1,20
8,19,3,AA,American Airlines Inc.,ORD,LGA,1551,733,-1.0,0,15
9,14,1,MQ,American Eagle Airlines Inc.,CVG,DFW,620,812,-5.0,0,6
1,16,5,UA,United Air Lines Inc.,DEN,LAX,1747,862,-2.0,0,17
9,17,4,UA,United Air Lines Inc.,EWR,SAT,1755,1569,-4.0,0,17
5,21,4,WN,Southwest Airlines Co.,OKC,BWI,555,1180,-2.0,0,5
7,10,5,WN,Southwest Airlines Co.,RNO,LAS,845,345,-5.0,0,8
10,23,5,AA,American Airlines Inc.,11298,13303,1155,1121,36.0,1,11
8,9,7,WN,Southwest Airlines Co.,ISP,BWI,815,220,-6.0,0,8
7,5,7,WN,Southwest Airlines Co.,MSP,STL,1945,448,-6.0,0,19
1,14,3,DL,Delta Air Lines Inc.,ATL,CAE,1357,192,-2.0,0,13
12,2,3,DL,Delta Air Lines Inc.,DCA,DTW,1245,405,-3.0,0,12
7,16,4,UA,United Air Lines Inc.,IAH,LGA,720,1416,-2.0,0,7
6,5,5,F9,Frontier Airlines Inc.,LAS,ORD,2325,1514,94.0,1,23
12,31,4,AS,Alaska Airlines Inc.,PDX,SAN,1955,933,-6.0,0,19
3,8,7,UA,United Air Lines Inc.,SFO,JFK,1643,2586,-6.0,0,16
9,11,5,WN,Southwest Airlines Co.,MDW,DCA,610,601,-4.0,0,6
9,21,1,UA,United Air Lines Inc.,FLL,EWR,705,1065,-3.0,0,7
12,25,5,MQ,American Eagle Airlines Inc.,TUL,ORD,1220,585,-6.0,0,12
3,24,2,WN,Southwest Airlines Co.,LAS,AUS,2115,1090,36.0,1,21
4,20,1,AA,American Airlines Inc.,BOS,ORD,1109,867,-7.0,0,11
3,9,1,DL,Delta Air Lines Inc.,ATL,TLH,1955,223,10.0,0,19
9,9,3,DL,Delta Air Lines Inc.,ATL,GSO,1455,306,-5.0,0,14
8,23,7,AA,American Airlines Inc.,TUS,DFW,950,813,-6.0,0,9
9,8,2,NK,Spirit Air Lines,PBG,MYR,1400,811,-17.0,0,14
8,3,1,B6,JetBlue Airways,BOS,EWR,630,200,-6.0,0,6
3,14,6,EV,Atlantic Southeast Airlines,XNA,ATL,1000,589,64.0,1,10
6,5,5,OO,Skywest Airlines Inc.,ORD,SLC,643,1250,21.0,1,6
1,6,2,F9,Frontier Airlines Inc.,SLC,DEN,615,391,36.0,1,6
5,5,2,AS,Alaska Airlines Inc.,SEA,ANC,1845,1448,0.0,0,18
2,17,2,WN,Southwest Airlines Co.,RNO,LAS,850,345,-2.0,0,8
3,31,2,WN,Southwest Airlines Co.,DAL,SAN,1705,1182,-8.0,0,17
6,10,3,DL,Delta Air Lines Inc.,ATL,BWI,940,577,17.0,1,9
10,4,7,EV,Atlantic Southeast Airlines,15016,11618,1526,872,19.0,1,15
6,28,7,AA,American Airlines Inc.,ORD,SFO,720,1846,-3.0,0,7
11,27,5,WN,Southwest Airlines Co.,MDW,BWI,1330,611,0.0,0,13
10,22,4,B6,JetBlue Airways,14576,12478,1939,264,-11.0,0,19
5,19,2,UA,United Air Lines Inc.,CLE,IAH,744,1091,-3.0,0,7
6,1,1,MQ,American Eagle Airlines Inc.,ALO,ORD,1540,234,-10.0,0,15
10,25,7,AA,American Airlines Inc.,10529,11057,800,644,0.0,0,8
8,31,1,AA,American Airlines Inc.,JFK,PHX,650,2153,-2.0,0,6
1,1,4,UA,United Air Lines Inc.,SFO,BOS,1452,2704,-2.0,0,14
11,30,1,OO,Skywest Airlines Inc.,MSP,BIS,1117,386,-1.0,0,11
12,9,3,OO,Skywest Airlines Inc.,SEA,BZN,2150,543,-9.0,0,21
11,25,3,DL,Delta Air Lines Inc.,PHX,ATL,630,1587,1.0,0,6
10,19,1,OO,Skywest Airlines Inc.,11977,13930,1905,173,66.0,1,19
8,14,5,UA,United Air Lines Inc.,ORD,SLC,924,1250,-1.0,0,9
3,17,2,WN,Southwest Airlines Co.,HOU,DAL,2200,239,-3.0,0,22
9,19,6,UA,United Air Lines Inc.,ORD,DFW,1935,802,5.0,0,19
5,8,5,OO,Skywest Airlines Inc.,SFO,SMF,1920,86,-9.0,0,19
5,18,1,EV,Atlantic Southeast Airlines,VPS,DFW,1546,641,32.0,1,15
4,11,6,AS,Alaska Airlines Inc.,ANC,CDV,1535,160,-9.0,0,15
7,12,7,B6,JetBlue Airways,BDL,MCO,1010,1050,-7.0,0,10
10,6,2,NK,Spirit Air Lines,12892,13930,938,1744,0.0,0,9
5,20,3,OO,Skywest Airlines Inc.,AMA,DEN,834,359,30.0,1,8
2,4,3,F9,Frontier Airlines Inc.,DEN,SLC,2130,391,25.0,1,21
1,31,6,OO,Skywest Airlines Inc.,SBA,PDX,1720,784,200.0,1,17
4,2,4,WN,Southwest Airlines Co.,MDW,OAK,1915,1844,6.0,0,19
5,14,4,MQ,American Eagle Airlines Inc.,GRK,DFW,1950,134,-30.0,0,19
1,6,2,UA,United Air Lines Inc.,IAD,IAH,1400,1190,7.0,0,14
3,2,1,B6,JetBlue Airways,LGB,LAS,1855,231,-3.0,0,18
6,30,2,DL,Delta Air Lines Inc.,RNO,SLC,1202,422,0.0,0,12
3,5,4,OO,Skywest Airlines Inc.,PHX,OAK,1435,646,-3.0,0,14
3,11,3,NK,Spirit Air Lines,DFW,ORD,616,802,-3.0,0,6
1,13,2,MQ,American Eagle Airlines Inc.,LSE,ORD,1003,215,0.0,0,10
9,23,3,UA,United Air Lines Inc.,RDU,IAD,600,224,-4.0,0,6
8,31,1,OO,Skywest Airlines Inc.,COS,IAH,848,809,0.0,0,8
9,8,2,EV,Atlantic Southeast Airlines,IAH,BNA,1305,657,-1.0,0,13
4,5,7,UA,United Air Lines Inc.,EWR,FLL,1200,1065,-3.0,0,12
9,3,4,VX,Virgin America,LAS,SFO,1230,414,-2.0,0,12
12,6,7,EV,Atlantic Southeast Airlines,EWR,GRR,1810,605,-5.0,0,18
8,23,7,F9,Frontier Airlines Inc.,SEA,DEN,1945,1024,258.0,1,19
10,17,6,WN,Southwest Airlines Co.,10821,10257,900,289,16.0,1,9
1,4,7,WN,Southwest Airlines Co.,SAN,LAS,2015,258,100.0,1,20
3,23,1,MQ,American Eagle Airlines Inc.,CID,ORD,643,196,224.0,1,6
7,28,2,MQ,American Eagle Airlines Inc.,SPS,DFW,1822,113,50.0,1,18
10,12,1,AA,American Airlines Inc.,13930,14679,1705,1723,-4.0,0,17
11,10,2,VX,Virgin America,SFO,AUS,1730,1504,-5.0,0,17
7,13,1,OO,Skywest Airlines Inc.,SAT,LAX,2026,1211,2.0,0,20
9,1,2,WN,Southwest Airlines Co.,SAN,PHX,1755,304,-3.0,0,17
3,1,7,B6,JetBlue Airways,DCA,TPA,1940,814,40.0,1,19
10,14,3,OO,Skywest Airlines Inc.,14747,10713,730,399,-4.0,0,7
9,24,4,WN,Southwest Airlines Co.,IND,PHX,1625,1488,12.0,0,16
8,19,3,B6,JetBlue Airways,BOS,DCA,1224,399,-2.0,0,12
7,8,3,AS,Alaska Airlines Inc.,SEA,ATL,1000,2182,12.0,0,10
7,15,3,DL,Delta Air Lines Inc.,ATL,BNA,1235,214,22.0,1,12
8,9,7,AA,American Airlines Inc.,SFO,DFW,645,1464,-5.0,0,6
4,27,1,AA,American Airlines Inc.,DFW,TUL,2140,237,81.0,1,21
6,24,3,EV,Atlantic Southeast Airlines,ATL,MOB,831,302,-3.0,0,8
5,20,3,AA,American Airlines Inc.,DFW,RNO,940,1345,1.0,0,9
3,6,5,WN,Southwest Airlines Co.,BUR,SJC,725,296,-5.0,0,7
2,13,5,AA,American Airlines Inc.,MIA,MCO,1230,192,0.0,0,12
10,28,3,B6,JetBlue Airways,12478,14576,1259,264,0.0,0,12
6,10,3,AS,Alaska Airlines Inc.,SNA,PDX,935,859,-6.0,0,9
5,26,2,DL,Delta Air Lines Inc.,SMF,MSP,1303,1517,-6.0,0,13
5,5,2,AA,American Airlines Inc.,MIA,MCO,725,192,46.0,1,7
1,12,1,DL,Delta Air Lines Inc.,SLC,JFK,1720,1990,4.0,0,17
3,26,4,WN,Southwest Airlines Co.,OAK,SNA,2050,371,-2.0,0,20
4,3,5,WN,Southwest Airlines Co.,DAL,MDW,2040,793,-2.0,0,20
1,27,2,EV,Atlantic Southeast Airlines,DFW,CLE,1435,1021,-4.0,0,14
7,1,3,DL,Delta Air Lines Inc.,TPA,LGA,1828,1010,29.0,1,18
8,21,5,UA,United Air Lines Inc.,TPA,IAH,1535,787,43.0,1,15
11,5,4,EV,Atlantic Southeast Airlines,MLU,IAH,650,262,-3.0,0,6
2,10,2,OO,Skywest Airlines Inc.,LAX,SJC,1440,308,-2.0,0,14
9,18,5,WN,Southwest Airlines Co.,MCO,BNA,735,616,-5.0,0,7
8,2,7,WN,Southwest Airlines Co.,MDW,MSP,1250,349,1.0,0,12
2,6,5,WN,Southwest Airlines Co.,PVD,BWI,1545,327,25.0,1,15
4,15,3,WN,Southwest Airlines Co.,DAL,AUS,1620,189,6.0,0,16
3,12,4,DL,Delta Air Lines Inc.,BOS,LGA,1600,184,12.0,0,16
7,23,4,DL,Delta Air Lines Inc.,ATL,MEM,812,332,-2.0,0,8
3,14,6,AA,American Airlines Inc.,DFW,ONT,1300,1188,-5.0,0,13
6,19,5,HA,Hawaiian Airlines Inc.,HNL,KOA,936,163,-13.0,0,9
9,9,3,DL,Delta Air Lines Inc.,ATL,TRI,1905,227,-2.0,0,19
9,19,6,AA,American Airlines Inc.,DFW,LGA,1405,1389,4.0,0,14
11,4,3,WN,Southwest Airlines Co.,SMF,SAN,600,480,-5.0,0,6
12,27,7,EV,Atlantic Southeast Airlines,ATL,CAE,2202,192,-4.0,0,22
2,3,2,EV,Atlantic Southeast Airlines,ATL,CHO,1026,457,35.0,1,10
3,25,3,AS,Alaska Airlines Inc.,SEA,ANC,600,1448,-3.0,0,6
10,17,6,AA,American Airlines Inc.,10792,11057,620,546,21.0,1,6
10,12,1,AA,American Airlines Inc.,12478,14107,955,2153,-5.0,0,9
12,8,2,MQ,American Eagle Airlines Inc.,DFW,DRO,1450,674,-11.0,0,14
2,3,2,OO,Skywest Airlines Inc.,OAK,LAX,1935,337,-7.0,0,19
6,10,3,DL,Delta Air Lines Inc.,BHM,ATL,800,134,-6.0,0,8
9,25,5,AS,Alaska Airlines Inc.,SAN,HNL,1110,2614,22.0,1,11
8,14,5,AA,American Airlines Inc.,TPA,DCA,1840,814,91.0,1,18
7,11,6,MQ,American Eagle Airlines Inc.,DFW,MOB,1205,539,-7.0,0,12
5,17,7,AA,American Airlines Inc.,MIA,DFW,1359,1121,18.0,1,13
7,21,2,OO,Skywest Airlines Inc.,SJC,LAX,1630,308,-2.0,0,16
1,4,7,AA,American Airlines Inc.,ATL,MIA,2110,594,20.0,1,21
11,12,4,F9,Frontier Airlines Inc.,ATL,MCO,1605,404,-9.0,0,16
1,28,3,OO,Skywest Airlines Inc.,MSP,SFO,1705,1589,53.0,1,17
6,8,1,AA,American Airlines Inc.,AUS,LAX,2010,1242,-2.0,0,20
4,5,7,UA,United Air Lines Inc.,EWR,MCO,1505,937,0.0,0,15
10,15,4,WN,Southwest Airlines Co.,13204,14843,1550,1189,0.0,0,15
12,11,5,OO,Skywest Airlines Inc.,ASE,DEN,800,125,-1.0,0,8
7,20,1,DL,Delta Air Lines Inc.,VPS,ATL,1745,250,-8.0,0,17
10,19,1,AA,American Airlines Inc.,14100,14107,700,2075,1.0,0,7
2,6,5,EV,Atlantic Southeast Airlines,ORD,LEX,1310,323,-1.0,0,13
3,16,1,UA,United Air Lines Inc.,LGA,ORD,2000,733,-4.0,0,20
6,23,2,WN,Southwest Airlines Co.,SFO,LAS,2000,414,14.0,0,20
9,9,3,WN,Southwest Airlines Co.,FLL,BWI,1150,925,0.0,0,11
8,23,7,DL,Delta Air Lines Inc.,DTW,LAS,1520,1749,-4.0,0,15
4,30,4,AA,American Airlines Inc.,DFW,AUS,710,190,-7.0,0,7
